"title","description","tags","category"
"Mai trebuie pasta de dinti","Produse esentiale pentru baie","casa,cumparaturi","SHOPPING"
"Plateste chiria","Plata lunara este scadenta","locuinta,finante","FINANCE"
"Am nevoie de bani","Bugetul este foarte strans","bani,finante","FINANCE"
"Plateste factura","Factura este scadenta","facturi,finante","FINANCE"
"Este prea scump","Am nevoie de un buget mai bun","buget,finante","FINANCE"
"Verifica contul","Este nevoie de actualizarea soldului","bancar,finante","FINANCE"
"Plateste taxele","Termenul limita se apropie","taxe,finante","FINANCE"
"Factura cardului de credit","Reminder pentru plata","card-credit,finante","FINANCE"
"Monitorizeaza cheltuielile","Este nevoie de o imagine clara a cheltuielilor","buget,finante","FINANCE"
"Fa tema","Tema este in asteptare","tema,scoala","EDUCATION"
"Citeste notitele","Pregatire pentru examen","notite,studiu","EDUCATION"
"Urmareste un tutorial","Invata un subiect nou","invatare,educatie","EDUCATION"
"Invata React","Exerseaza dezvoltarea frontend","react,educatie","EDUCATION"
"Pregateste examenul","Este nevoie de recapitulare","examen,studiu","EDUCATION"
"Finalizeaza cursul","Mai sunt lectii de parcurs","curs,invatare","EDUCATION"
"Exerseaza Python","Fundamente de programare","python,educatie","EDUCATION"
"Am nevoie de somn","Sunt foarte obosit","somn,sanatate","HEALTH"
"Ma doare spatele","Este nevoie de stretching","sanatate,postura","HEALTH"
"Mananca mai bine","Prea mult junk food","nutritie,sanatate","HEALTH"
"Am nevoie de odihna","Nivel scazut de energie","somn,sanatate","HEALTH"
"Ia medicamentele","Reminder pentru sanatate","medicamente,sanatate","HEALTH"
"Programeaza doctorul","Programare medicala","doctor,sanatate","HEALTH"
"Urmareste un film","Relaxeaza-te diseara","filme,distractie","ENTERTAINMENT"
"Joaca jocuri","Am nevoie de entertainment","gaming,distractie","ENTERTAINMENT"
"Urmareste anime","Am nevoie de ceva fun","anime,streaming","ENTERTAINMENT"
"Seara de filme","Relaxare in weekend","filme,weekend","ENTERTAINMENT"
"Joaca online","Sesiune de gaming","gaming,multiplayer","ENTERTAINMENT"
"Citeste manga","Continua seria","manga,citit","ENTERTAINMENT"
"Urmareste un stream","Creatorul preferat este live","streaming,gaming","ENTERTAINMENT"
"Organizeaza fisierele","Prea multe fisiere imprastiate","organizare,calculator","OTHER"
"Suna mama","Trebuie sa vorbim","familie,relatii","PERSONAL"
"Suna tata","Trebuie sa verific ce mai face","familie,relatii","PERSONAL"
"Scrie unui prieten","Trebuie sa ne reconectam","prieteni,relatii","PERSONAL"
"Viziteaza parintii","Timp petrecut cu familia","familie,personal","PERSONAL"
"Am nevoie de o pauza","Stresul si oboseala cer odihna","pauza,stres,sanatate","HEALTH"
"Reseteaza-ti viata","Este nevoie de mai multa organizare","planificare,personal","PERSONAL"
"Timp pentru mine","Am nevoie de timp singur","self-care,personal","PERSONAL"
"Cina in familie","Petrece timp impreuna","familie,personal","PERSONAL"
"Suna familia","Trebuie sa recuperam","familie,relatii","PERSONAL"
"Fix broken password reset link","Reset email opens an invalid token page","auth,email,bug","WORK"
"Investigate slow invoice export","Finance report export takes several minutes","performance,reports,backend","WORK"
"Add validation to profile form","Prevent empty phone number and invalid address values","frontend,validation,forms","WORK"
"Prepare release notes for mobile app","Summarize fixes and known issues for the next build","release,docs,mobile","WORK"
"Sync with QA about regression suite","Clarify failing scenarios before tomorrow's signoff","qa,testing,meeting","WORK"
"Update Terraform variables","Infrastructure configuration needs new environment values","infra,terraform,devops","WORK"
"Review error logs from staging","Find root cause of random 500 responses","logs,staging,backend","WORK"
"Create dashboard for support tickets","Show open cases by priority and owner","analytics,dashboard,support","WORK"
"Patch security header configuration","Add missing CSP and HSTS settings","security,frontend,config","WORK"
"Plan API contract changes","Align request and response fields with frontend team","api,planning,frontend","WORK"
"Rezolva filtrarea din tabel","Lista nu se actualizeaza dupa schimbarea statusului","frontend,bug,filtrare","WORK"
"Verifica jobul de noapte","Procesarea automata a ramas blocata in staging","backend,batch,staging","WORK"
"Pregateste estimari pentru sprint","Imparte functionalitatea noua in taskuri clare","planning,sprint,estimari","WORK"
"Actualizeaza dependintele proiectului","Pachetele vechi au avertizari de securitate","dependencies,security,maintenance","WORK"
"Testeaza fluxul de inregistrare","Confirma ca emailul de confirmare ajunge corect","qa,auth,email","WORK"
"Documenteaza endpointul nou","Adauga exemple pentru request si response","api,documentation,backend","WORK"
"Refa layoutul pentru pagina de rapoarte","Coloanele se suprapun pe ecrane medii","ui,responsive,frontend","WORK"
"Analizeaza crash-ul din aplicatia iOS","Utilizatorii ies din aplicatie dupa upload","ios,crash,mobile","WORK"
"Curata feature flagurile vechi","Scoate toggle-urile care nu mai sunt folosite","cleanup,feature-flags,maintenance","WORK"
"Pregateste demo-ul tehnic","Arata fluxul nou pentru echipa de produs","demo,product,meeting","WORK"
"Study graph algorithms","Practice shortest path and traversal problems","algorithms,study,practice","EDUCATION"
"Memorize statistics equations","Go over probability and variance before the quiz","statistics,revision,exam","EDUCATION"
"Finish literature essay","Write final paragraphs and check citations","essay,literature,homework","EDUCATION"
"Practice Spanish conversation","Prepare common travel phrases and answers","language-learning,spanish,speaking","EDUCATION"
"Watch database lecture","Take notes from the normalization recording","database,lecture,notes","EDUCATION"
"Create flashcards for anatomy","Memorize muscle groups for the test","anatomy,flashcards,medicine","EDUCATION"
"Solve calculus worksheet","Complete derivative and integral exercises","math,calculus,homework","EDUCATION"
"Read research paper","Extract key ideas for seminar discussion","research,reading,university","EDUCATION"
"Prepare lab notebook","Organize experiment results and observations","lab,science,notes","EDUCATION"
"Practice public speaking","Rehearse the class presentation out loud","presentation,communication,practice","EDUCATION"
"Invata pentru examenul de economie","Recapituleaza cererea oferta si costurile","economie,examen,studiu","EDUCATION"
"Fa exercitii de geometrie","Repeta ariile si volumele pentru test","matematica,geometrie,practica","EDUCATION"
"Cauta surse pentru proiect","Aduna articole relevante pentru bibliografie","research,proiect,bibliografie","EDUCATION"
"Reciteste cursul de psihologie","Clarifica conceptele despre memorie si atentie","psihologie,curs,notite","EDUCATION"
"Exerseaza pronuntia la germana","Repeta dialogurile din capitolul nou","germana,limbi-straine,vorbire","EDUCATION"
"Pregateste tema la fizica","Finalizeaza problemele despre electricitate","fizica,tema,probleme","EDUCATION"
"Invata comenzi Linux","Testeaza comenzile de fisiere si permisiuni","linux,programare,studiu","EDUCATION"
"Revizuieste notitele de curs","Marcheaza subiectele care trebuie intrebate profesorului","notite,revizie,universitate","EDUCATION"
"Scrie rezumatul capitolului","Condenseaza ideile principale in cateva paragrafe","citit,rezumat,studiu","EDUCATION"
"Pregateste simularea de interviu","Exerseaza intrebari de algoritmica si design","interviu,coding,practice","EDUCATION"
"Pay property tax installment","Deadline for the local tax payment is close","taxes,bills,deadline","FINANCE"
"Reconcile monthly bank statement","Compare transactions with personal records","banking,tracking,records","FINANCE"
"Check investment portfolio allocation","Rebalance funds after market changes","investments,portfolio,planning","FINANCE"
"Create emergency fund target","Decide how much money to keep aside","savings,emergency-fund,planning","FINANCE"
"Cancel unused cloud subscription","Stop paying for a service no longer needed","subscriptions,budget,cloud","FINANCE"
"Review insurance renewal quote","Compare the new price with other offers","insurance,renewal,comparison","FINANCE"
"Track business trip expenses","Collect receipts before submitting reimbursement","expenses,receipts,work","FINANCE"
"Set reminder for loan payment","Monthly installment must be paid on time","loan,bills,reminder","FINANCE"
"Update shared household budget","Add groceries utilities and transport costs","budget,household,planning","FINANCE"
"Check ATM withdrawal fees","Verify unexpected charges from last weekend","banking,fees,transactions","FINANCE"
"Plateste factura la gaze","Scadenta este la finalul saptamanii","facturi,gaze,deadline","FINANCE"
"Verifica bugetul pentru concediu","Calculeaza cazarea transportul si mancarea","buget,calatorie,planificare","FINANCE"
"Transfera bani pentru chirie","Trimite partea ta in contul comun","chirie,transfer,bancar","FINANCE"
"Analizeaza cheltuielile pe mancare","Comenzile dese au crescut totalul lunar","buget,mancare,tracking","FINANCE"
"Pastreaza bonurile pentru garantie","Documentele sunt necesare daca produsul se strica","garantie,bonuri,organizare","FINANCE"
"Verifica rata cardului de credit","Confirma suma minima si data limita","card-credit,plata,bancar","FINANCE"
"Actualizeaza tabelul de economii","Adauga suma pusa deoparte luna aceasta","economii,tabel,planificare","FINANCE"
"Compara oferte de internet","Alege abonamentul mai ieftin pentru apartament","abonamente,internet,comparatie","FINANCE"
"Verifica rambursarea taxelor","Vezi daca banii au intrat in cont","taxe,rambursare,bancar","FINANCE"
"Planifica bugetul pentru cadouri","Stabileste limita de cheltuieli pentru luna viitoare","buget,cadouri,planificare","FINANCE"
"Schedule annual checkup","Book routine appointment with family doctor","doctor,checkup,prevention","HEALTH"
"Prepare healthy lunches","Cook meals for the next three workdays","nutrition,meal-prep,health","HEALTH"
"Do evening mobility routine","Loosen hips and shoulders after sitting all day","stretching,mobility,wellness","HEALTH"
"Track migraine symptoms","Write down triggers and duration for the doctor","symptoms,migraine,tracking","HEALTH"
"Replace late coffee with tea","Reduce caffeine after afternoon hours","sleep,caffeine,habits","HEALTH"
"Book dentist cleaning","Schedule routine dental hygiene appointment","dentist,appointment,health","HEALTH"
"Take a proper lunch break","Step away from the desk and eat calmly","wellness,break,nutrition","HEALTH"
"Plan weekly workouts","Choose gym days and recovery days","fitness,planning,exercise","HEALTH"
"Log blood pressure reading","Measure values and save them in the health app","blood-pressure,tracking,health","HEALTH"
"Practice breathing exercises","Calm down before sleep with a short routine","mental-health,breathing,relaxation","HEALTH"
"Rezerva consult pentru vedere","Ochii obosesc dupa multe ore la monitor","doctor,ochi,programare","HEALTH"
"Pregateste salate pentru pranz","Mananca mai usor in timpul saptamanii","nutritie,meal-prep,sanatate","HEALTH"
"Fa pauza de mers","Plimba-te zece minute intre sedinte","miscare,pauza,wellness","HEALTH"
"Noteaza simptomele racelii","Urmareste temperatura si nivelul de energie","simptome,raceala,tracking","HEALTH"
"Redu zaharul seara","Dulciurile tarzii afecteaza somnul","nutritie,zahar,somn","HEALTH"
"Fa exercitii pentru gat","Tensiunea apare dupa stat la birou","stretching,postura,sanatate","HEALTH"
"Cumpara medicamente prescrise","Reteta trebuie ridicata de la farmacie","medicamente,farmacie,sanatate","HEALTH"
"Planifica o zi fara ecrane","Ochii si mintea au nevoie de pauza","wellness,ecrane,relaxare","HEALTH"
"Pregateste sticla de apa","Tine hidratarea la indemana pe birou","hidratare,obiceiuri,sanatate","HEALTH"
"Verifica programul de somn","Culca-te la aceeasi ora mai multe seri","somn,rutina,sanatate","HEALTH"
"Watch documentary about space","Choose an interesting science film tonight","documentary,space,streaming","ENTERTAINMENT"
"Plan karaoke night","Invite friends and pick a playlist","music,social,karaoke","ENTERTAINMENT"
"Try a new puzzle game","Spend an hour on a relaxing brain teaser","gaming,puzzle,relax","ENTERTAINMENT"
"Book theater tickets","Reserve seats for the weekend performance","theater,events,weekend","ENTERTAINMENT"
"Listen to standup special","Relax with a comedy show after dinner","comedy,streaming,relax","ENTERTAINMENT"
"Host tabletop session","Prepare snacks and character sheets","tabletop,games,friends","ENTERTAINMENT"
"Explore new playlist","Find songs for the morning commute","music,playlist,audio","ENTERTAINMENT"
"Visit art exhibition","Check the new gallery opening downtown","art,events,culture","ENTERTAINMENT"
"Continue sci-fi audiobook","Listen to the next chapters while walking","audiobook,scifi,story","ENTERTAINMENT"
"Plan weekend gaming tournament","Set up matches with friends online","gaming,multiplayer,weekend","ENTERTAINMENT"
"Urmareste un documentar istoric","Alege ceva interesant pentru seara","documentar,istorie,streaming","ENTERTAINMENT"
"Organizeaza seara de board games","Cheama prietenii si pregateste jocurile","board-games,social,distractie","ENTERTAINMENT"
"Asculta un album live","Relaxeaza-te cu muzica dupa munca","muzica,live,relaxare","ENTERTAINMENT"
"Rezerva bilete la teatru","Spectacolul de sambata are locuri limitate","teatru,eveniment,weekend","ENTERTAINMENT"
"Incearca un escape room","Activitate distractiva cu grupul","escape-room,prieteni,distractie","ENTERTAINMENT"
"Continua seria de comics","Continua seria inceputa luna trecuta","comics,citit,relaxare","ENTERTAINMENT"
"Urmareste finala de esports","Meciul echipei preferate incepe diseara","esports,gaming,streaming","ENTERTAINMENT"
"Creeaza playlist pentru drum","Alege muzica pentru calatoria de weekend","muzica,playlist,calatorie","ENTERTAINMENT"
"Joaca sah online","Exerseaza cateva partide rapide","sah,online,jocuri","ENTERTAINMENT"
"Mergi la standup comedy","Seara relaxanta cu prietenii","comedy,eveniment,social","ENTERTAINMENT"
"Buy replacement light bulbs","Kitchen ceiling light is flickering","home,maintenance,shopping","OTHER"
"Schedule car inspection","Annual technical inspection is due soon","car,appointment,admin","OTHER"
"Update address on accounts","New apartment details must be saved","accounts,admin,address","OTHER"
"Organize digital photos","Move pictures into folders by year","organization,computer,photos","OTHER"
"Backup laptop files","Copy important documents to external drive","backup,computer,documents","OTHER"
"Wash winter jackets","Prepare heavy clothes before storing them","laundry,home,seasonal","OTHER"
"Tag seasonal storage boxes","Make it easier to find seasonal items","organization,storage,home","OTHER"
"Call utility provider","Ask about the meter reading discrepancy","utilities,support,admin","OTHER"
"Renew ID appointment","Book slot for document renewal","documents,appointment,admin","OTHER"
"Clean balcony drain","Remove leaves before the next rain","cleaning,home,maintenance","OTHER"
"Schimba becul de pe hol","Lumina palpaie de cateva zile","casa,intretinere,reparatii","OTHER"
"Curata exteriorul masinii","Exteriorul este plin de praf","masina,curatenie,drumuri","OTHER"
"Aranjeaza cablurile de la birou","Sunt prea multe fire incurcate","organizare,birou,casa","OTHER"
"Fa backup la telefon","Pozele importante trebuie salvate","backup,telefon,organizare","OTHER"
"Programeaza revizia centralei","Tehnicianul trebuie chemat luna aceasta","intretinere,casa,programare","OTHER"
"Verifica garantia aparatului","Cauta factura si documentele produsului","garantie,documente,admin","OTHER"
"Curata filtrele de aer","Aparatul nu mai raceste eficient","curatenie,intretinere,casa","OTHER"
"Trimite formularul completat","Documentul administrativ trebuie depus azi","documente,admin,formular","OTHER"
"Organizeaza sertarul cu acte","Separarea documentelor economiseste timp","organizare,documente,casa","OTHER"
"Ridica hainele de la curatatorie","Comanda este gata dupa ora cinci","drumuri,haine,reminder","OTHER"
"Plan anniversary dinner","Choose restaurant and make reservation","relationships,dinner,planning","PERSONAL"
"Write thank-you message","Send appreciation after receiving help","gratitude,friends,message","PERSONAL"
"Update personal portfolio","Add recent projects and clean old links","career,portfolio,self-improvement","PERSONAL"
"Design weekday morning routine","Decide wake-up time exercise and breakfast","routine,habits,planning","PERSONAL"
"Sort personal inbox","Archive old messages and flag important ones","email,organization,personal","PERSONAL"
"Choose vacation destination","Compare cities for a short spring trip","travel,planning,vacation","PERSONAL"
"Make birthday call","Call friend before the day gets busy","friends,birthday,relationships","PERSONAL"
"Reflect on monthly goals","Check what worked and what needs adjustment","goals,reflection,self-care","PERSONAL"
"Create reading list","Pick books for the next few months","books,planning,personal","PERSONAL"
"Send family photos","Share pictures from last weekend","family,photos,relationships","PERSONAL"
"Planifica cina aniversara","Alege locul si confirma ora","relatii,cina,planificare","PERSONAL"
"Scrie in jurnal dimineata","Noteaza gandurile si prioritatile zilei","jurnal,obiceiuri,self-care","PERSONAL"
"Stabileste obiective personale","Alege trei directii pentru urmatorul trimestru","obiective,planificare,personal","PERSONAL"
"Fa ordine in inboxul personal","Pastreaza doar mesajele importante","email,organizare,personal","PERSONAL"
"Trimite poze familiei","Distribuie imaginile de la ultima vizita","familie,poze,relatii","PERSONAL"
"Planifica o excursie scurta","Alege orasul si verifica transportul","calatorie,planificare,personal","PERSONAL"
"Invita un prieten la cafea","Recupereaza discutia dupa mult timp","prieteni,social,relatii","PERSONAL"
"Actualizeaza profilul profesional","Adauga proiectele recente si competentele noi","cariera,profil,self-improvement","PERSONAL"
"Fa lista de carti","Alege lecturile pentru luna viitoare","carti,planificare,personal","PERSONAL"
"Pregateste cadoul aniversar","Alege ceva potrivit si comanda din timp","cadou,relatii,planificare","PERSONAL"
"Restock home office paper","Home office paper stack is almost gone","office,supplies,shopping","SHOPPING"
"Order cat litter","Need pet supplies before the weekend","pets,home,shopping","SHOPPING"
"Buy fresh vegetables","Prepare ingredients for dinners this week","groceries,vegetables,food","SHOPPING"
"Get new phone charger","Current cable disconnects randomly","electronics,phone,shopping","SHOPPING"
"Purchase shower gel","Bathroom supplies are running low","bathroom,essentials,home","SHOPPING"
"Buy batteries for remote","TV remote stopped responding reliably","batteries,electronics,home","SHOPPING"
"Restock freezer meals","Need quick food options for busy evenings","food,freezer,groceries","SHOPPING"
"Order replacement notebook","Current notebook is almost full","stationery,office,shopping","SHOPPING"
"Buy plants for balcony","Add herbs and flowers for spring","plants,balcony,home","SHOPPING"
"Get cleaning sponges","Kitchen sponges need replacing","cleaning,kitchen,home","SHOPPING"
"Cumpara incarcator de laptop","Cablul vechi se intrerupe des","electronice,laptop,cumparaturi","SHOPPING"
"Ia legume pentru supa","Lipsesc morcovii telina si ceapa","mancare,legume,groceries","SHOPPING"
"Cumpara hartie igienica","Stocul din baie este aproape terminat","casa,baie,esentiale","SHOPPING"
"Comanda hrana pentru animal","Proviziile se termina in weekend","animale,casa,cumparaturi","SHOPPING"
"Ia caiet nou","Caietul actual nu mai are pagini libere","papetarie,scoala,cumparaturi","SHOPPING"
"Cumpara bureti de vase","Cei vechi trebuie schimbati","curatenie,bucatarie,casa","SHOPPING"
"Ia fructe pentru birou","Gustari mai bune pentru saptamana","mancare,fructe,groceries","SHOPPING"
"Cumpara folie alimentara","S-a terminat rola din bucatarie","bucatarie,casa,cumparaturi","SHOPPING"
"Comanda cartus pentru imprimanta","Printurile ies foarte sterse","imprimanta,birou,cumparaturi","SHOPPING"
"Cumpara plante aromatice","Vreau busuioc si menta pentru balcon","plante,balcon,casa","SHOPPING"
"Ship fix","Small code change must go out today","work,release","WORK"
"Bug again","A recurring issue needs attention","work,bug","WORK"
"PR now","Pending pull request needs review","work,github","WORK"
"Logs please","Check application logs quickly","work,logs","WORK"
"Demo prep","Prepare a concise feature demo","work,demo","WORK"
"Merge task","Branch is ready for integration","work,git","WORK"
"QA ping","Need confirmation from testing","work,qa","WORK"
"Standup note","Add update for the daily meeting","work,meeting","WORK"
"Calendar is yelling","Too many overlapping meetings need sorting","work,calendar,weird","WORK"
"The build smells purple","Pipeline result is suspicious and needs checking","work,ci,weird","WORK"
"Deploy the invisible button","A hidden UI control still needs release validation","work,frontend,weird","WORK"
"Untangle the spreadsheet maze","Client data file has confusing columns","work,data,weird","WORK"
"The API forgot its manners","Endpoint returns messy validation messages","work,api,weird","WORK"
"Rename the mystery flag","Feature flag name no longer explains anything","work,cleanup,weird","WORK"
"Debug webhook retry before standup","The task belongs to project delivery and needs team follow-up.","work,backend,debug","WORK"
"Review webhook retry for staging","A technical issue needs investigation before it affects users.","work,planning,sprint","WORK"
"Deploy webhook retry after feedback","This is part of the normal sprint workflow.","work,qa,testing","WORK"
"Document webhook retry with QA","The change supports a client or production workflow.","work,docs,process","WORK"
"Refine webhook retry for client review","The team needs clearer documentation or coordination.","work,release,devops","WORK"
"Validate webhook retry during release","The task belongs to project delivery and needs team follow-up.","work,client,delivery","WORK"
"Schedule webhook retry before freeze","A technical issue needs investigation before it affects users.","work,backend,debug","WORK"
"Investigate webhook retry from logs","This is part of the normal sprint workflow.","work,planning,sprint","WORK"
"Patch webhook retry before standup","The change supports a client or production workflow.","work,qa,testing","WORK"
"Coordinate webhook retry for staging","The team needs clearer documentation or coordination.","work,docs,process","WORK"
"Prioritize webhook retry after feedback","The task belongs to project delivery and needs team follow-up.","work,release,devops","WORK"
"Stabilize webhook retry with QA","A technical issue needs investigation before it affects users.","work,client,delivery","WORK"
"Debug audit export for client review","This is part of the normal sprint workflow.","work,backend,debug","WORK"
"Review audit export during release","The change supports a client or production workflow.","work,planning,sprint","WORK"
"Deploy audit export before freeze","The team needs clearer documentation or coordination.","work,qa,testing","WORK"
"Document audit export from logs","The task belongs to project delivery and needs team follow-up.","work,docs,process","WORK"
"Refine audit export before standup","A technical issue needs investigation before it affects users.","work,release,devops","WORK"
"Validate audit export for staging","This is part of the normal sprint workflow.","work,client,delivery","WORK"
"Schedule audit export after feedback","The change supports a client or production workflow.","work,backend,debug","WORK"
"Investigate audit export with QA","The team needs clearer documentation or coordination.","work,planning,sprint","WORK"
"Patch audit export for client review","The task belongs to project delivery and needs team follow-up.","work,qa,testing","WORK"
"Coordinate audit export during release","A technical issue needs investigation before it affects users.","work,docs,process","WORK"
"Prioritize audit export before freeze","This is part of the normal sprint workflow.","work,release,devops","WORK"
"Stabilize audit export from logs","The change supports a client or production workflow.","work,client,delivery","WORK"
"Debug role mapping before standup","The team needs clearer documentation or coordination.","work,backend,debug","WORK"
"Review role mapping for staging","The task belongs to project delivery and needs team follow-up.","work,planning,sprint","WORK"
"Deploy role mapping after feedback","A technical issue needs investigation before it affects users.","work,qa,testing","WORK"
"Document role mapping with QA","This is part of the normal sprint workflow.","work,docs,process","WORK"
"Refine role mapping for client review","The change supports a client or production workflow.","work,release,devops","WORK"
"Validate role mapping during release","The team needs clearer documentation or coordination.","work,client,delivery","WORK"
"Schedule role mapping before freeze","The task belongs to project delivery and needs team follow-up.","work,backend,debug","WORK"
"Investigate role mapping from logs","A technical issue needs investigation before it affects users.","work,planning,sprint","WORK"
"Patch role mapping before standup","This is part of the normal sprint workflow.","work,qa,testing","WORK"
"Coordinate role mapping for staging","The change supports a client or production workflow.","work,docs,process","WORK"
"Prioritize role mapping after feedback","The team needs clearer documentation or coordination.","work,release,devops","WORK"
"Stabilize role mapping with QA","The task belongs to project delivery and needs team follow-up.","work,client,delivery","WORK"
"Debug cache cleanup for client review","A technical issue needs investigation before it affects users.","work,backend,debug","WORK"
"Review cache cleanup during release","This is part of the normal sprint workflow.","work,planning,sprint","WORK"
"Deploy cache cleanup before freeze","The change supports a client or production workflow.","work,qa,testing","WORK"
"Document cache cleanup from logs","The team needs clearer documentation or coordination.","work,docs,process","WORK"
"Refine cache cleanup before standup","The task belongs to project delivery and needs team follow-up.","work,release,devops","WORK"
"Validate cache cleanup for staging","A technical issue needs investigation before it affects users.","work,client,delivery","WORK"
"Schedule cache cleanup after feedback","This is part of the normal sprint workflow.","work,backend,debug","WORK"
"Investigate cache cleanup with QA","The change supports a client or production workflow.","work,planning,sprint","WORK"
"Patch cache cleanup for client review","The team needs clearer documentation or coordination.","work,qa,testing","WORK"
"Coordinate cache cleanup during release","The task belongs to project delivery and needs team follow-up.","work,docs,process","WORK"
"Prioritize cache cleanup before freeze","A technical issue needs investigation before it affects users.","work,release,devops","WORK"
"Stabilize cache cleanup from logs","This is part of the normal sprint workflow.","work,client,delivery","WORK"
"Debug release checklist before standup","The change supports a client or production workflow.","work,backend,debug","WORK"
"Review release checklist for staging","The team needs clearer documentation or coordination.","work,planning,sprint","WORK"
"Deploy release checklist after feedback","The task belongs to project delivery and needs team follow-up.","work,qa,testing","WORK"
"Document release checklist with QA","A technical issue needs investigation before it affects users.","work,docs,process","WORK"
"Refine release checklist for client review","This is part of the normal sprint workflow.","work,release,devops","WORK"
"Validate release checklist during release","The change supports a client or production workflow.","work,client,delivery","WORK"
"Schedule release checklist before freeze","The team needs clearer documentation or coordination.","work,backend,debug","WORK"
"Investigate release checklist from logs","The task belongs to project delivery and needs team follow-up.","work,planning,sprint","WORK"
"Patch release checklist before standup","A technical issue needs investigation before it affects users.","work,qa,testing","WORK"
"Coordinate release checklist for staging","This is part of the normal sprint workflow.","work,docs,process","WORK"
"Prioritize release checklist after feedback","The change supports a client or production workflow.","work,release,devops","WORK"
"Stabilize release checklist with QA","The team needs clearer documentation or coordination.","work,client,delivery","WORK"
"Debug incident notes for client review","The task belongs to project delivery and needs team follow-up.","work,backend,debug","WORK"
"Review incident notes during release","A technical issue needs investigation before it affects users.","work,planning,sprint","WORK"
"Deploy incident notes before freeze","This is part of the normal sprint workflow.","work,qa,testing","WORK"
"Document incident notes from logs","The change supports a client or production workflow.","work,docs,process","WORK"
"Refine incident notes before standup","The team needs clearer documentation or coordination.","work,release,devops","WORK"
"Validate incident notes for staging","The task belongs to project delivery and needs team follow-up.","work,client,delivery","WORK"
"Read page","Continue the assigned material","education,reading","EDUCATION"
"Exam soon","Review the most important topics","education,exam","EDUCATION"
"Math drills","Practice a few exercises","education,math","EDUCATION"
"Quiz prep","Prepare for a short test","education,quiz","EDUCATION"
"Study now","Focus on learning material","education,study","EDUCATION"
"Notes tidy","Organize class notes","education,notes","EDUCATION"
"Code reps","Do programming practice","education,coding","EDUCATION"
"Vocab run","Repeat new words","education,language","EDUCATION"
"Teach the wall calculus","Explain derivatives out loud until they make sense","education,math,weird","EDUCATION"
"Make flashcards for chaos","Turn messy notes into small review cards","education,notes,weird","EDUCATION"
"Ask the textbook nicely","Re-read the confusing chapter with questions prepared","education,reading,weird","EDUCATION"
"Interrogate the periodic table","Review chemical elements with extra examples","education,chemistry,weird","EDUCATION"
"Debate with yesterday's notes","Compare old notes with new lecture slides","education,revision,weird","EDUCATION"
"Translate the soup recipe","Practice vocabulary using a strange cooking text","education,language,weird","EDUCATION"
"Study linear algebra for tomorrow","This is learning work for a course or personal study plan.","education,study,notes","EDUCATION"
"Revise linear algebra before class","The task improves understanding before a class or exam.","education,exam,revision","EDUCATION"
"Practice linear algebra with flashcards","A school assignment needs progress and review.","education,practice,homework","EDUCATION"
"Summarize linear algebra for the quiz","The material should be practiced until it feels clear.","education,language,learning","EDUCATION"
"Memorize linear algebra from lecture notes","The study session needs notes examples and repetition.","education,research,university","EDUCATION"
"Research linear algebra in one hour","This is learning work for a course or personal study plan.","education,coding,practice","EDUCATION"
"Outline linear algebra after dinner","The task improves understanding before a class or exam.","education,study,notes","EDUCATION"
"Solve linear algebra for practice","A school assignment needs progress and review.","education,exam,revision","EDUCATION"
"Watch linear algebra for tomorrow","The material should be practiced until it feels clear.","education,practice,homework","EDUCATION"
"Compare linear algebra before class","The study session needs notes examples and repetition.","education,language,learning","EDUCATION"
"Annotate linear algebra with flashcards","This is learning work for a course or personal study plan.","education,research,university","EDUCATION"
"Prepare linear algebra for the quiz","The task improves understanding before a class or exam.","education,coding,practice","EDUCATION"
"Study Romanian grammar from lecture notes","A school assignment needs progress and review.","education,study,notes","EDUCATION"
"Revise Romanian grammar in one hour","The material should be practiced until it feels clear.","education,exam,revision","EDUCATION"
"Practice Romanian grammar after dinner","The study session needs notes examples and repetition.","education,practice,homework","EDUCATION"
"Summarize Romanian grammar for practice","This is learning work for a course or personal study plan.","education,language,learning","EDUCATION"
"Memorize Romanian grammar for tomorrow","The task improves understanding before a class or exam.","education,research,university","EDUCATION"
"Research Romanian grammar before class","A school assignment needs progress and review.","education,coding,practice","EDUCATION"
"Outline Romanian grammar with flashcards","The material should be practiced until it feels clear.","education,study,notes","EDUCATION"
"Solve Romanian grammar for the quiz","The study session needs notes examples and repetition.","education,exam,revision","EDUCATION"
"Watch Romanian grammar from lecture notes","This is learning work for a course or personal study plan.","education,practice,homework","EDUCATION"
"Compare Romanian grammar in one hour","The task improves understanding before a class or exam.","education,language,learning","EDUCATION"
"Annotate Romanian grammar after dinner","A school assignment needs progress and review.","education,research,university","EDUCATION"
"Prepare Romanian grammar for practice","The material should be practiced until it feels clear.","education,coding,practice","EDUCATION"
"Study cloud concepts for tomorrow","The study session needs notes examples and repetition.","education,study,notes","EDUCATION"
"Revise cloud concepts before class","This is learning work for a course or personal study plan.","education,exam,revision","EDUCATION"
"Practice cloud concepts with flashcards","The task improves understanding before a class or exam.","education,practice,homework","EDUCATION"
"Summarize cloud concepts for the quiz","A school assignment needs progress and review.","education,language,learning","EDUCATION"
"Memorize cloud concepts from lecture notes","The material should be practiced until it feels clear.","education,research,university","EDUCATION"
"Research cloud concepts in one hour","The study session needs notes examples and repetition.","education,coding,practice","EDUCATION"
